name	taxonomy_id	taxonomy_lvl	C10_S21_S._num	C10_S21_S._frac	C1_S12_S._num	C1_S12_S._frac	C2_S13_S._num	C2_S13_S._frac	C3_S14_S._num	C3_S14_S._frac	C4_S15_S._num	C4_S15_S._frac	C5_S16_S._num	C5_S16_S._frac	C6_S17_S._num	C6_S17_S._frac	C7_S18_S._num	C7_S18_S._frac	C9_S20_S._num	C9_S20_S._frac	Post_Cntl_S._num	Post_Cntl_S._frac	S10_S11_S._num	S10_S11_S._frac	S1_S2_S._num	S1_S2_S._frac	S2_S3_S._num	S2_S3_S._frac	S3_S4_S._num	S3_S4_S._frac	S4_S5_S._num	S4_S5_S._frac	S5_S6_S._num	S5_S6_S._frac	S6_S7_S._num	S6_S7_S._frac	S7_S8_S._num	S7_S8_S._frac	S8_S9_S._num	S8_S9_S._frac	S9_S10_S._num	S9_S10_S._frac
Streptomyces sp. NBC_00056	2975633	S	0	0.00000	0	0.00000	179	0.00002	0	0.00000	143	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	211	0.00001	0	0.00000	246	0.00001	0	0.00000	1296	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. 2114.2	1881022	S	0	0.00000	0	0.00000	325	0.00003	0	0.00000	0	0.00000	0	0.00000	209	0.00001	0	0.00000	143	0.00001	0	0.00000	145	0.00001	1257	0.00005	0	0.00000	1320	0.00004	0	0.00000	1655	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. LBUM 1475	2609807	S	0	0.00000	0	0.00000	875	0.00008	0	0.00000	881	0.00008	0	0.00000	735	0.00004	651	0.00004	0	0.00000	0	0.00000	1145	0.00006	2194	0.00008	1069	0.00007	2626	0.00008	791	0.00007	3359	0.00006	845	0.00011	1012	0.00007	1652	0.00013	737	0.00007
Streptomyces sp. NBC_00932	2903690	S	0	0.00000	0	0.00000	198	0.00002	241	0.00003	175	0.00002	0	0.00000	0	0.00000	145	0.00001	0	0.00000	0	0.00000	190	0.00001	0	0.00000	0	0.00000	199	0.00001	163	0.00001	738	0.00001	0	0.00000	219	0.00002	0	0.00000	0	0.00000
Streptomyces sp. NBC_01278	2903809	S	0	0.00000	0	0.00000	177	0.00002	197	0.00002	0	0.00000	158	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	469	0.00002	599	0.00002	342	0.00002	693	0.00002	370	0.00003	1371	0.00002	313	0.00004	323	0.00002	642	0.00005	299	0.00003
Streptomyces sp. NBC_01241	2903794	S	0	0.00000	0	0.00000	209	0.00002	215	0.00002	0	0.00000	206	0.00002	232	0.00001	185	0.00001	152	0.00001	0	0.00000	0	0.00000	0	0.00000	185	0.00001	0	0.00000	238	0.00002	906	0.00002	0	0.00000	0	0.00000	0	0.00000	177	0.00002
Streptomyces sp. NBC_01594	2975890	S	0	0.00000	0	0.00000	194	0.00002	0	0.00000	242	0.00002	383	0.00004	0	0.00000	171	0.00001	143	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1016	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. RLB1-9	2594454	S	0	0.00000	0	0.00000	573	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1786	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. NBC_00366	2975727	S	0	0.00000	0	0.00000	332	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1535	0.00003	0	0.00000	544	0.00004	0	0.00000	0	0.00000
Streptomyces sp. NBC_01453	2903873	S	0	0.00000	0	0.00000	514	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	635	0.00004	0	0.00000	0	0.00000	0	0.00000	510	0.00002	0	0.00000	0	0.00000	0	0.00000	2514	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. NBC_01590	2975887	S	0	0.00000	0	0.00000	209	0.00002	0	0.00000	268	0.00003	0	0.00000	257	0.00002	259	0.00002	181	0.00001	0	0.00000	238	0.00001	354	0.00001	202	0.00001	336	0.00001	0	0.00000	1085	0.00002	246	0.00003	0	0.00000	284	0.00002	0	0.00000
Streptomyces sp. NBC_01280	2903810	S	0	0.00000	0	0.00000	162	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	287	0.00002	152	0.00001	0	0.00000	144	0.00001	0	0.00000	157	0.00001	0	0.00000	0	0.00000	1217	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces sp. NBC_01762	2975933	S	0	0.00000	0	0.00000	317	0.00003	0	0.00000	0	0.00000	444	0.00005	0	0.00000	306	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	336	0.00002	0	0.00000	404	0.00004	2827	0.00005	0	0.00000	361	0.00003	0	0.00000	547	0.00005
Streptomyces galilaeus	33899	S	0	0.00000	0	0.00000	126	0.00001	0	0.00000	0	0.00000	117	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	189	0.00001	0	0.00000	255	0.00001	0	0.00000	825	0.00001	0	0.00000	159	0.00001	0	0.00000	0	0.00000
Gardnerella sp. DNF01198P	2749066	S	0	0.00000	0	0.00000	135	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	157	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphaerisporangium sp. TRM90804	3031113	S	0	0.00000	0	0.00000	15	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	11	0.00000	12	0.00000	0	0.00000	13	0.00000	64	0.00000	12	0.00000	69	0.00000	0	0.00000	233	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000
Spiroplasma endosymbiont of Nephrotoma flavescens	3066302	S	0	0.00000	0	0.00000	155	0.00001	0	0.00000	97	0.00001	0	0.00000	119	0.00001	141	0.00001	0	0.00000	0	0.00000	132	0.00001	0	0.00000	98	0.00001	0	0.00000	0	0.00000	71	0.00000	0	0.00000	80	0.00001	62	0.00001	152	0.00001
Spiroplasma endosymbiont of Tricholauxania praeusta	3066296	S	0	0.00000	0	0.00000	202	0.00002	0	0.00000	0	0.00000	0	0.00000	150	0.00001	0	0.00000	150	0.00001	0	0.00000	182	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	195	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Limnospira fusiformis	54297	S	0	0.00000	0	0.00000	96	0.00001	79	0.00001	0	0.00000	70	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	130	0.00001	267	0.00001	0	0.00000	262	0.00001	0	0.00000	129	0.00000	0	0.00000	91	0.00001	0	0.00000	0	0.00000
Bacteroides sp. BFG-257	2972761	S	0	0.00000	0	0.00000	771	0.00007	746	0.00008	633	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacteroides sp. KG123	3369153	S	0	0.00000	0	0.00000	6194	0.00053	0	0.00000	20731	0.00198	0	0.00000	13591	0.00080	8831	0.00060	0	0.00000	0	0.00000	23769	0.00125	5489	0.00021	14956	0.00102	8078	0.00023	10270	0.00091	0	0.00000	9176	0.00124	13808	0.00100	18141	0.00148	11694	0.00104
Klebsiella sp. CTHL.F3a	2873296	S	0	0.00000	0	0.00000	50	0.00000	37	0.00000	0	0.00000	45	0.00000	68	0.00000	0	0.00000	0	0.00000	291	0.00001	0	0.00000	0	0.00000	38	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Serratia sp. NGAS9	2697369	S	0	0.00000	0	0.00000	90	0.00001	0	0.00000	106	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	189	0.00001	82	0.00001	275	0.00001	0	0.00000	427	0.00001	0	0.00000	0	0.00000	126	0.00001	0	0.00000
Pseudomonas sp. NyZ480	3035289	S	0	0.00000	0	0.00000	214	0.00002	0	0.00000	0	0.00000	183	0.00002	0	0.00000	0	0.00000	268	0.00001	796	0.00002	187	0.00001	0	0.00000	211	0.00001	0	0.00000	0	0.00000	869	0.00002	0	0.00000	0	0.00000	0	0.00000	204	0.00002
Pseudomonas sp. B21-041	2895487	S	0	0.00000	0	0.00000	60	0.00001	0	0.00000	0	0.00000	0	0.00000	59	0.00000	56	0.00000	108	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1671	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas sp. BNK-43-b	3376177	S	0	0.00000	0	0.00000	7275	0.00063	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Stenotrophomonas forensis	2871169	S	0	0.00000	0	0.00000	91	0.00001	0	0.00000	109	0.00001	112	0.00001	0	0.00000	81	0.00001	99	0.00000	0	0.00000	336	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2854	0.00005	197	0.00003	345	0.00003	0	0.00000	0	0.00000
Rhizobium sp. N324	1703969	S	0	0.00000	0	0.00000	544	0.00005	0	0.00000	0	0.00000	300	0.00003	497	0.00003	618	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1780	0.00012	667	0.00002	1305	0.00012	1902	0.00003	0	0.00000	1019	0.00007	0	0.00000	1487	0.00013
Rhizobium sp. CCGE531	2364271	S	0	0.00000	0	0.00000	279	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	465	0.00002	488	0.00002	198	0.00001	0	0.00000	0	0.00000	2021	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Brucella sp. bbatCR03	2942452	S	0	0.00000	0	0.00000	75	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	39	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000	146	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseobacter sp. S98	3092138	S	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	34	0.00000	0	0.00000	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sphingobium sp. LB126	1983755	S	0	0.00000	0	0.00000	82	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	527	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseomonas sp. FDAARGOS_362	2018065	S	0	0.00000	0	0.00000	275	0.00002	0	0.00000	278	0.00003	0	0.00000	0	0.00000	295	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1221	0.00002	0	0.00000	422	0.00003	0	0.00000	0	0.00000
Rickettsia sibirica	35793	S	0	0.00000	0	0.00000	81	0.00001	0	0.00000	0	0.00000	82	0.00001	61	0.00000	162	0.00001	31	0.00000	0	0.00000	0	0.00000	0	0.00000	56	0.00000	0	0.00000	0	0.00000	96	0.00000	0	0.00000	0	0.00000	122	0.00001	132	0.00001
Candidatus Tisiphia endosymbiont of Dioctria rufipes	3066255	S	0	0.00000	0	0.00000	53	0.00000	0	0.00000	45	0.00000	51	0.00001	0	0.00000	74	0.00001	0	0.00000	0	0.00000	127	0.00001	102	0.00000	128	0.00001	123	0.00000	63	0.00001	44	0.00000	99	0.00001	31	0.00000	34	0.00000	101	0.00001
Candidatus Tisiphia endosymbiont of Xenochironomus xenolabis	3139334	S	0	0.00000	0	0.00000	55	0.00000	61	0.00001	79	0.00001	51	0.00001	35	0.00000	145	0.00001	0	0.00000	0	0.00000	300	0.00002	0	0.00000	81	0.00001	0	0.00000	0	0.00000	147	0.00000	121	0.00002	203	0.00001	552	0.00004	62	0.00001
Candidatus Tisiphia endosymbiont of Micropterix aruncella	3066271	S	0	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	21	0.00000	33	0.00000	38	0.00000	0	0.00000	0	0.00000	346	0.00002	32	0.00000	49	0.00000	43	0.00000	0	0.00000	0	0.00000	143	0.00002	0	0.00000	122	0.00001	25	0.00000
Candidatus Tisiphia endosymbiont of Nedyus quadrimaculatus	3139332	S	0	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	41	0.00000	0	0.00000	0	0.00000	51	0.00000	117	0.00000	38	0.00000	156	0.00000	0	0.00000	22	0.00000	21	0.00000	16	0.00000	37	0.00000	0	0.00000
Wolbachia endosymbiont (group A) of Agelastica alni	3066130	S	0	0.00000	0	0.00000	350	0.00003	0	0.00000	0	0.00000	225	0.00002	0	0.00000	229	0.00002	0	0.00000	0	0.00000	82	0.00000	192	0.00001	191	0.00001	155	0.00000	180	0.00002	59	0.00000	0	0.00000	0	0.00000	0	0.00000	246	0.00002
Wolbachia endosymbiont of Rhagoletis cingulata	1220542	S	0	0.00000	0	0.00000	74	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	95	0.00000	0	0.00000	40	0.00000	0	0.00000	0	0.00000	56	0.00000	61	0.00001	0	0.00000	195	0.00002	0	0.00000
Wolbachia endosymbiont of Aedes albopictus	167957	S	0	0.00000	0	0.00000	28	0.00000	0	0.00000	0	0.00000	0	0.00000	44	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000
Wolbachia endosymbiont of Tetranychus urticae	169184	S	0	0.00000	0	0.00000	29	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	35	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000
Wolbachia endosymbiont (group B) of Longitarsus flavicornis	3066135	S	0	0.00000	0	0.00000	92	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	75	0.00000	0	0.00000	0	0.00000	162	0.00001	0	0.00000	205	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia sp. EMB26	2854261	S	0	0.00000	0	0.00000	115	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	285	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia mallei	13373	S	0	0.00000	0	0.00000	276	0.00002	0	0.00000	75	0.00001	95	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	128	0.00001	115	0.00000	0	0.00000	2046	0.00004	0	0.00000	0	0.00000	53	0.00000	0	0.00000
Paraburkholderia sp. A3RO-2L	3028376	S	0	0.00000	0	0.00000	300	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	739	0.00002	0	0.00000	583	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Polynucleobacter sp. HIN9	3047868	S	0	0.00000	0	0.00000	101	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	160	0.00001	0	0.00000	0	0.00000	0	0.00000	129	0.00001	0	0.00000	124	0.00001	224	0.00000	0	0.00000	0	0.00000	0	0.00000	103	0.00001
Pseudoduganella sp. R-43	3404063	S	0	0.00000	0	0.00000	227	0.00002	0	0.00000	0	0.00000	224	0.00002	322	0.00002	222	0.00002	258	0.00001	0	0.00000	0	0.00000	0	0.00000	153	0.00001	0	0.00000	0	0.00000	915	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Borrelia sp. MN22-0132	3085635	S	0	0.00000	0	0.00000	53	0.00000	0	0.00000	0	0.00000	0	0.00000	101	0.00001	0	0.00000	0	0.00000	0	0.00000	229	0.00001	1325	0.00005	100	0.00001	1690	0.00005	0	0.00000	133	0.00000	0	0.00000	236	0.00002	0	0.00000	195	0.00002
Methanothermobacter wolfeii	145261	S	0	0.00000	0	0.00000	97	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	136	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Canhaevirus faecalis	2955578	S	0	0.00000	0	0.00000	34	0.00000	0	0.00000	40	0.00000	15	0.00000	24	0.00000	41	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	65	0.00000	0	0.00000	33	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	22	0.00000
Campylobacter virus IBB35	1006972	S	0	0.00000	0	0.00000	18	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000	59	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Firehammervirus CP21	1190451	S	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	69	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000
Fletchervirus NCTC12673	934027	S	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bertelyvirus SC	2734193	S	0	0.00000	0	0.00000	20	0.00000	0	0.00000	11	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	11	0.00000	17	0.00000	11	0.00000	56	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000
Clostridium phage phiCT19406C	1567011	S	0	0.00000	0	0.00000	38	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geobacillus phage GBK2	1458842	S	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Agatevirus bobb	1910936	S	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sugarlandvirus IME260	2560539	S	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Samistivirus braelyn	2956392	S	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tsamsavirus tsamsa	3060755	S	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	30	0.00000	43	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tsamsavirus skywalker	3060754	S	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	51	0.00000
Bromdenvirus dyoedafos	2955539	S	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Audreyjarvisvirus av949	2845184	S	0	0.00000	0	0.00000	30	0.00000	29	0.00000	22	0.00000	0	0.00000	0	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000
Sextaecvirus SEP9	1922247	S	0	0.00000	0	0.00000	19	0.00000	0	0.00000	13	0.00000	17	0.00000	0	0.00000	49	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Efquatrovirus AL2	2560415	S	0	0.00000	0	0.00000	58	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cequinquevirus Ld17	1981023	S	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cuauhnahuacvirus TM30	3059910	S	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haetaevirus PBC2	3060027	S	0	0.00000	0	0.00000	11	0.00000	0	0.00000	16	0.00000	0	0.00000	28	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	13	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Timshelvirus timshel	1993873	S	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhadinovirus saimiriinegamma2	3050350	S	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Oceanusvirus kaneohense	3060432	S	0	0.00000	0	0.00000	12	0.00000	11	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	23	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Iridovirus armadillidium1	3429984	S	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lymphocystivirus paralichthys1	3430559	S	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	14	0.00000	10	0.00000	17	0.00000	13	0.00000	0	0.00000	26	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	42	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000
Chlorovirus heliozoae	322019	S	0	0.00000	0	0.00000	17	0.00000	0	0.00000	26	0.00000	13	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Prasinovirus micromonas	3241176	S	0	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Avipoxvirus pigeonpox	3426552	S	0	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cervidpoxvirus muledeerpox	3427847	S	0	0.00000	0	0.00000	12	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000
Mastadenovirus pteropodidae	3241442	S	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alphabaculovirus orleucostigmae	3048237	S	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mollivirus sibericum	1678078	S	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	34	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Japarudivirus beppuense	3429999	S	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Planomicrobium sp. MB-3u-38	2058318	S	0	0.00000	0	0.00000	0	0.00000	153	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	138	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
