name	taxonomy_id	taxonomy_lvl	C10_S21_G._num	C10_S21_G._frac	C1_S12_G._num	C1_S12_G._frac	C2_S13_G._num	C2_S13_G._frac	C3_S14_G._num	C3_S14_G._frac	C4_S15_G._num	C4_S15_G._frac	C5_S16_G._num	C5_S16_G._frac	C6_S17_G._num	C6_S17_G._frac	C7_S18_G._num	C7_S18_G._frac	C9_S20_G._num	C9_S20_G._frac	Post_Cntl_G._num	Post_Cntl_G._frac	S10_S11_G._num	S10_S11_G._frac	S1_S2_G._num	S1_S2_G._frac	S2_S3_G._num	S2_S3_G._frac	S3_S4_G._num	S3_S4_G._frac	S4_S5_G._num	S4_S5_G._frac	S5_S6_G._num	S5_S6_G._frac	S6_S7_G._num	S6_S7_G._frac	S7_S8_G._num	S7_S8_G._frac	S8_S9_G._num	S8_S9_G._frac	S9_S10_G._num	S9_S10_G._frac
Abouovirus	1984773	G	0	0.00000	18	0.00000	50	0.00000	49	0.00001	104	0.00001	52	0.00001	0	0.00000	79	0.00001	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Saintgironsvirus	2843448	G	0	0.00000	14	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Plateaulakevirus	2843436	G	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	10	0.00000	0	0.00000	0	0.00000	16	0.00000	90	0.00000	0	0.00000	121	0.00000	0	0.00000	13	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000
Gilgameshvirus	3152619	G	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000
Erskinevirus	2169623	G	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	91	0.00001	0	0.00000	50	0.00000	50	0.00000	0	0.00000	11	0.00000	0	0.00000	54	0.00000
Moturavirus	2843423	G	0	0.00000	11	0.00000	0	0.00000	0	0.00000	16	0.00000	15	0.00000	13	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	40	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sixamavirus	3044831	G	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ponsvirus	3044795	G	0	0.00000	10	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Omegavirus	1623292	G	0	0.00000	10	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Teubervirus	2843466	G	0	0.00000	10	0.00000	15	0.00000	11	0.00000	15	0.00000	12	0.00000	18	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	11	0.00000	34	0.00000	11	0.00000	13	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000
Klausavirus	2843401	G	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Percavirus	548688	G	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	20	0.00000	0	0.00000	32	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Macavirus	548687	G	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lymphocryptovirus	10375	G	0	0.00000	18	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000
Iltovirus	180255	G	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Proboscivirus	548689	G	0	0.00000	11	0.00000	0	0.00000	11	0.00000	0	0.00000	11	0.00000	13	0.00000	10	0.00000	14	0.00000	0	0.00000	13	0.00000	10	0.00000	0	0.00000	11	0.00000	0	0.00000	46	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Raphidovirus	573012	G	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	35	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000
Coccolithovirus	346673	G	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	14	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	23	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	13	0.00000
Vespertilionpoxvirus	2733301	G	0	0.00000	12	0.00000	13	0.00000	12	0.00000	11	0.00000	10	0.00000	16	0.00000	14	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	24	0.00000	14	0.00000	11	0.00000	21	0.00000	16	0.00000
Capripoxvirus	10265	G	0	0.00000	12	0.00000	10	0.00000	17	0.00000	12	0.00000	16	0.00000	20	0.00000	15	0.00000	0	0.00000	0	0.00000	21	0.00000	19	0.00000	11	0.00000	33	0.00000	0	0.00000	19	0.00000	14	0.00000	21	0.00000	0	0.00000	14	0.00000
Asfivirus	39743	G	0	0.00000	18	0.00000	19	0.00000	15	0.00000	10	0.00000	16	0.00000	41	0.00000	20	0.00000	0	0.00000	0	0.00000	38	0.00000	29	0.00000	0	0.00000	16	0.00000	0	0.00000	33	0.00000	11	0.00000	10	0.00000	33	0.00000	0	0.00000
Orthotospovirus	2560196	G	0	0.00000	23	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	20	0.00000	10	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000
Orthomarburgvirus	3044783	G	0	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alphacoronavirus	693996	G	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	16	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000
Rotavirus	10912	G	0	0.00000	27	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gammabaculovirus	558018	G	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000
Gammanudivirus	2842693	G	0	0.00000	15	0.00000	14	0.00000	0	0.00000	11	0.00000	12	0.00000	25	0.00000	19	0.00000	13	0.00000	0	0.00000	17	0.00000	18	0.00000	12	0.00000	14	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ichnoviriform	2948762	G	0	0.00000	94	0.00000	32	0.00000	0	0.00000	36	0.00000	25	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	44	0.00000	68	0.00000	12	0.00000	79	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	57	0.00000	12	0.00000
Malagasyrosevirus	3153080	G	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jiaodavirus	1985325	G	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	60	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	29	0.00000	0	0.00000	0	0.00000	0	0.00000
Tsarbombavirus	1985181	G	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	13	0.00000	13	0.00000	0	0.00000	30	0.00000	0	0.00000	14	0.00000	14	0.00000	15	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Sugarlandvirus	2560233	G	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	18	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Faustvirus	3044714	G	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Taipeivirus	2731621	G	0	0.00000	0	0.00000	14	0.00000	0	0.00000	12	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	25	0.00000	11	0.00000	30	0.00000	0	0.00000	0	0.00000
Bromdenvirus	2948641	G	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chivirus	1623283	G	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Innesvirus	3044739	G	0	0.00000	0	0.00000	13	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	11	0.00000	0	0.00000	11	0.00000	18	0.00000	0	0.00000	37	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cuauhnahuacvirus	3044696	G	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pamexvirus	1982355	G	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Haetaevirus	3044726	G	0	0.00000	0	0.00000	11	0.00000	0	0.00000	16	0.00000	0	0.00000	28	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	13	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000
Timshelvirus	2948926	G	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ferozepurvirus	3044715	G	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Veracruzvirus	2948946	G	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	13	0.00000	0	0.00000	47	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Ceduovirus	186532	G	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	14	0.00000	63	0.00000	19	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vividuovirus	2560251	G	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000
Cyvirus	3044698	G	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	12	0.00000	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	35	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000
Oceanusvirus	3044778	G	0	0.00000	0	0.00000	12	0.00000	11	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	23	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cervidpoxvirus	573055	G	0	0.00000	0	0.00000	12	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000
Orthohantavirus	1980442	G	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Iflavirus	232799	G	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gammapapillomavirus	325455	G	0	0.00000	0	0.00000	10	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Japarudivirus	2842772	G	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Planomicrobium	162291	G	0	0.00000	0	0.00000	0	0.00000	150	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	129	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Webervirus	1920860	G	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Maenadvirus	2733162	G	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pourcelvirus	2842976	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	51	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Yuavirus	1299429	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Susfortunavirus	2843064	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	14	0.00000	0	0.00000	10	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Borockvirus	2843361	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000
Zukovirus	3044870	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	14	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Menderavirus	2843421	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	12	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Kozievirus	3152961	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	11	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Montyvirus	2733196	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Miamivirus	3044763	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	11	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Daphniairidovirus	2842631	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	19	0.00000	11	0.00000	41	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Suipoxvirus	10275	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Neptunevirus	2733117	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	16	0.00000	0	0.00000	19	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bristolvirus	2948640	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	38	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Wilnyevirus	2560255	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Claudivirus	2842609	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	43	0.00000	16	0.00000	0	0.00000	28	0.00000	0	0.00000	14	0.00000	12	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	35	0.00000	13	0.00000
Hemphillvirus	2842725	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Capvunavirus	2842582	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	6034	0.00023	0	0.00000	9116	0.00026	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Elanorvirus	3152601	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Andhravirus	2732589	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Eurybiavirus	2733104	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	14	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salmondvirus	2733130	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	12	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	10	0.00000	0	0.00000
Muldoonvirus	2843425	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rivsvirus	3044804	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Epsilonentomopoxvirus	3152696	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	23	0.00000	10	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000
Siadenovirus	129876	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	62	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Orthophasmavirus	1980538	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Potyvirus	12195	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	15	0.00000	0	0.00000	16	0.00000	17	0.00000	0	0.00000
Lazarusvirus	2842820	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	28	0.00000	58	0.00000	20	0.00000	93	0.00000	19	0.00000	0	0.00000	11	0.00000	0	0.00000	18	0.00000	12	0.00000
Yushanluvirus	3044866	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thaumasvirus	2733136	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lingvirus	2731955	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pelagivirus	2731966	G	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
