name	taxonomy_id	taxonomy_lvl	C10_S21_F._num	C10_S21_F._frac	C1_S12_F._num	C1_S12_F._frac	C2_S13_F._num	C2_S13_F._frac	C3_S14_F._num	C3_S14_F._frac	C4_S15_F._num	C4_S15_F._frac	C5_S16_F._num	C5_S16_F._frac	C6_S17_F._num	C6_S17_F._frac	C7_S18_F._num	C7_S18_F._frac	C9_S20_F._num	C9_S20_F._frac	Post_Cntl_F._num	Post_Cntl_F._frac	S10_S11_F._num	S10_S11_F._frac	S1_S2_F._num	S1_S2_F._frac	S2_S3_F._num	S2_S3_F._frac	S3_S4_F._num	S3_S4_F._frac	S4_S5_F._num	S4_S5_F._frac	S5_S6_F._num	S5_S6_F._frac	S6_S7_F._num	S6_S7_F._frac	S7_S8_F._num	S7_S8_F._frac	S8_S9_F._num	S8_S9_F._frac	S9_S10_F._num	S9_S10_F._frac
Mesyanzhinovviridae	2946162	F	131	0.00001	124	0.00001	132	0.00001	111	0.00001	64	0.00001	96	0.00001	166	0.00001	444	0.00003	92	0.00000	0	0.00000	91	0.00000	272	0.00001	195	0.00001	435	0.00001	59	0.00001	384	0.00001	262	0.00004	31	0.00000	11	0.00000	65	0.00001
Orthoherpesviridae	3044472	F	161	0.00001	189	0.00001	190	0.00002	143	0.00002	151	0.00001	141	0.00001	196	0.00001	208	0.00001	189	0.00001	0	0.00000	233	0.00001	911	0.00004	200	0.00001	782	0.00002	113	0.00001	714	0.00001	99	0.00001	202	0.00001	106	0.00001	138	0.00001
Alloherpesviridae	548682	F	11	0.00000	16	0.00000	19	0.00000	12	0.00000	12	0.00000	17	0.00000	36	0.00000	25	0.00000	14	0.00000	0	0.00000	41	0.00000	16	0.00000	19	0.00000	34	0.00000	10	0.00000	46	0.00000	12	0.00000	29	0.00000	13	0.00000	14	0.00000
Schizomimiviridae	3044476	F	1650	0.00010	171	0.00001	225	0.00002	118	0.00001	154	0.00001	153	0.00002	263	0.00002	201	0.00001	1320	0.00005	0	0.00000	298	0.00002	211	0.00001	179	0.00001	279	0.00001	108	0.00001	391	0.00001	126	0.00002	153	0.00001	175	0.00001	157	0.00001
Mimiviridae	549779	F	1250	0.00007	1306	0.00006	1438	0.00012	890	0.00010	1422	0.00014	1202	0.00013	1606	0.00009	1779	0.00012	1688	0.00007	13	0.00000	2217	0.00012	1846	0.00007	1601	0.00011	2405	0.00007	1033	0.00009	1906	0.00003	866	0.00012	1296	0.00009	924	0.00008	1330	0.00012
Iridoviridae	10486	F	88	0.00001	98	0.00000	124	0.00001	71	0.00001	87	0.00001	92	0.00001	97	0.00001	131	0.00001	84	0.00000	0	0.00000	151	0.00001	134	0.00001	101	0.00001	180	0.00001	65	0.00001	247	0.00000	63	0.00001	102	0.00001	68	0.00001	80	0.00001
Marseilleviridae	944644	F	18	0.00000	53	0.00000	65	0.00001	42	0.00000	40	0.00000	54	0.00001	42	0.00000	47	0.00000	34	0.00000	0	0.00000	52	0.00000	68	0.00000	48	0.00000	63	0.00000	32	0.00000	71	0.00000	11	0.00000	29	0.00000	21	0.00000	25	0.00000
Ascoviridae	43682	F	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Orpheoviridae	3152140	F	50	0.00000	88	0.00000	92	0.00001	82	0.00001	90	0.00001	76	0.00001	94	0.00001	125	0.00001	51	0.00000	0	0.00000	113	0.00001	46	0.00000	131	0.00001	67	0.00000	61	0.00001	162	0.00000	50	0.00001	54	0.00000	162	0.00001	70	0.00001
Phycodnaviridae	10501	F	145	0.00001	234	0.00001	221	0.00002	106	0.00001	200	0.00002	192	0.00002	231	0.00001	257	0.00002	189	0.00001	0	0.00000	286	0.00002	199	0.00001	302	0.00002	335	0.00001	214	0.00002	357	0.00001	108	0.00001	226	0.00002	138	0.00001	315	0.00003
Poxviridae	10240	F	308	0.00002	459	0.00002	428	0.00004	278	0.00003	454	0.00004	391	0.00004	542	0.00003	556	0.00004	347	0.00001	0	0.00000	665	0.00003	423	0.00002	447	0.00003	640	0.00002	266	0.00002	746	0.00001	303	0.00004	399	0.00003	374	0.00003	353	0.00003
Adenoviridae	10508	F	25	0.00000	49	0.00000	49	0.00000	24	0.00000	29	0.00000	85	0.00001	46	0.00000	42	0.00000	31	0.00000	0	0.00000	55	0.00000	32	0.00000	73	0.00000	36	0.00000	39	0.00000	82	0.00000	20	0.00000	892	0.00006	91	0.00001	66	0.00001
Tectiviridae	10656	F	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Baculoviridae	10442	F	146	0.00001	267	0.00001	251	0.00002	192	0.00002	198	0.00002	228	0.00002	220	0.00001	273	0.00002	187	0.00001	0	0.00000	427	0.00002	412	0.00002	262	0.00002	485	0.00001	184	0.00002	453	0.00001	149	0.00002	212	0.00002	167	0.00001	254	0.00002
Nudiviridae	1511852	F	123	0.00001	131	0.00001	158	0.00001	56	0.00001	115	0.00001	147	0.00002	67	0.00000	421	0.00003	194	0.00001	0	0.00000	71	0.00000	92	0.00000	82	0.00001	108	0.00000	31	0.00000	136	0.00000	22	0.00000	50	0.00000	52	0.00000	59	0.00001
Hytrosaviridae	1285590	F	17	0.00000	20	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	11	0.00000	14	0.00000	0	0.00000	0	0.00000	15	0.00000	10	0.00000	14	0.00000	14	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nimaviridae	196937	F	13	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Plasmaviridae	10472	F	121	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	119	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Polydnaviriformidae	2946196	F	50	0.00000	97	0.00000	70	0.00001	42	0.00000	55	0.00001	52	0.00001	74	0.00000	78	0.00001	63	0.00000	0	0.00000	54	0.00000	171	0.00001	50	0.00000	216	0.00001	17	0.00000	45	0.00000	25	0.00000	31	0.00000	111	0.00001	24	0.00000
Peribunyaviridae	1980416	F	31	0.00000	29	0.00000	29	0.00000	16	0.00000	29	0.00000	24	0.00000	32	0.00000	41	0.00000	34	0.00000	54	0.00000	56	0.00000	40	0.00000	53	0.00000	92	0.00000	20	0.00000	33	0.00000	19	0.00000	49	0.00000	25	0.00000	38	0.00000
Phenuiviridae	1980418	F	16	0.00000	19	0.00000	21	0.00000	13	0.00000	0	0.00000	19	0.00000	12	0.00000	13	0.00000	17	0.00000	0	0.00000	27	0.00000	111	0.00000	21	0.00000	160	0.00000	22	0.00000	26	0.00000	12	0.00000	0	0.00000	0	0.00000	10	0.00000
Fimoviridae	1980412	F	12	0.00000	18	0.00000	0	0.00000	0	0.00000	14	0.00000	14	0.00000	0	0.00000	14	0.00000	12	0.00000	0	0.00000	33	0.00000	0	0.00000	20	0.00000	21	0.00000	11	0.00000	23	0.00000	13	0.00000	16	0.00000	0	0.00000	25	0.00000
Nairoviridae	1980415	F	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	13	0.00000	28	0.00000	11	0.00000	45	0.00000	0	0.00000	13	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000
Rhabdoviridae	11270	F	19	0.00000	37	0.00000	29	0.00000	32	0.00000	28	0.00000	34	0.00000	38	0.00000	36	0.00000	37	0.00000	0	0.00000	40	0.00000	23	0.00000	23	0.00000	23	0.00000	16	0.00000	39	0.00000	18	0.00000	23	0.00000	34	0.00000	13	0.00000
Picornaviridae	12058	F	11	0.00000	20	0.00000	19	0.00000	0	0.00000	14	0.00000	0	0.00000	16	0.00000	20	0.00000	13	0.00000	0	0.00000	60	0.00000	0	0.00000	22	0.00000	11	0.00000	0	0.00000	25	0.00000	18	0.00000	32	0.00000	0	0.00000	0	0.00000
Coronaviridae	11118	F	13	0.00000	21	0.00000	18	0.00000	0	0.00000	17	0.00000	10	0.00000	15	0.00000	24	0.00000	17	0.00000	0	0.00000	27	0.00000	11	0.00000	14	0.00000	11	0.00000	0	0.00000	21	0.00000	0	0.00000	27	0.00000	12	0.00000	0	0.00000
Potyviridae	39729	F	16	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	17	0.00000	13	0.00000	13	0.00000	0	0.00000	0	0.00000	10	0.00000	35	0.00000	10	0.00000	37	0.00000	0	0.00000	21	0.00000	0	0.00000	16	0.00000	17	0.00000	0	0.00000
Endornaviridae	564644	F	43	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	50	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tymoviridae	249184	F	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spinareoviridae	2946187	F	11	0.00000	10	0.00000	13	0.00000	0	0.00000	13	0.00000	0	0.00000	18	0.00000	22	0.00000	18	0.00000	0	0.00000	24	0.00000	0	0.00000	26	0.00000	0	0.00000	12	0.00000	0	0.00000	10	0.00000	125	0.00001	14	0.00000	14	0.00000
Fiersviridae	2842319	F	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	18	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Plectroviridae	2732098	F	66	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	112	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Inoviridae	10860	F	28	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Geminiviridae	10811	F	23	0.00000	17	0.00000	18	0.00000	13	0.00000	13	0.00000	15	0.00000	14	0.00000	27	0.00000	34	0.00000	0	0.00000	43	0.00000	84	0.00000	32	0.00000	139	0.00000	18	0.00000	48	0.00000	13	0.00000	15	0.00000	33	0.00000	28	0.00000
Parvoviridae	10780	F	22	0.00000	0	0.00000	19	0.00000	0	0.00000	15	0.00000	22	0.00000	0	0.00000	28	0.00000	33	0.00000	0	0.00000	24	0.00000	0	0.00000	32	0.00000	13	0.00000	21	0.00000	21	0.00000	0	0.00000	16	0.00000	0	0.00000	17	0.00000
Polyomaviridae	151341	F	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000
Rudiviridae	157897	F	22	0.00000	14	0.00000	36	0.00000	20	0.00000	17	0.00000	27	0.00000	19	0.00000	37	0.00000	20	0.00000	0	0.00000	26	0.00000	99	0.00000	70	0.00000	135	0.00000	44	0.00000	28	0.00000	0	0.00000	45	0.00000	13	0.00000	46	0.00000
Vahlkampfiidae	5765	F	0	0.00000	12	0.00000	20	0.00000	14	0.00000	11	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	139	0.00001	33	0.00000	0	0.00000	76	0.00000	0	0.00000	84	0.00000	52	0.00001	0	0.00000	57	0.00000	0	0.00000
Hemiselmidaceae	589351	F	0	0.00000	16	0.00000	28	0.00000	0	0.00000	16	0.00000	33	0.00000	29	0.00000	35	0.00000	18	0.00000	0	0.00000	49	0.00000	84	0.00000	12	0.00000	72	0.00000	94	0.00001	72	0.00000	26	0.00000	15	0.00000	27	0.00000	103	0.00001
Arenbergviridae	3044459	F	0	0.00000	330	0.00002	13	0.00000	29	0.00000	38	0.00000	74	0.00001	220	0.00001	21	0.00000	705	0.00003	0	0.00000	0	0.00000	203	0.00001	14	0.00000	554	0.00002	51	0.00000	647	0.00001	0	0.00000	26	0.00000	20	0.00000	0	0.00000
Guelinviridae	2842320	F	0	0.00000	603	0.00003	99	0.00001	0	0.00000	17	0.00000	111	0.00001	14	0.00000	91	0.00001	21	0.00000	0	0.00000	204	0.00001	6149	0.00024	56	0.00000	9283	0.00027	40	0.00000	143	0.00000	0	0.00000	0	0.00000	0	0.00000	58	0.00001
Allomimiviridae	3044456	F	0	0.00000	18	0.00000	16	0.00000	18	0.00000	14	0.00000	11	0.00000	22	0.00000	17	0.00000	27	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	14	0.00000	10	0.00000	14	0.00000	0	0.00000	0	0.00000
Asfarviridae	137992	F	0	0.00000	18	0.00000	19	0.00000	15	0.00000	12	0.00000	18	0.00000	42	0.00000	22	0.00000	0	0.00000	0	0.00000	39	0.00000	29	0.00000	0	0.00000	16	0.00000	0	0.00000	33	0.00000	11	0.00000	10	0.00000	33	0.00000	0	0.00000
Tospoviridae	1980419	F	0	0.00000	23	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	20	0.00000	10	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000
Phasmaviridae	1980417	F	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Filoviridae	11266	F	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Paramyxoviridae	11158	F	0	0.00000	11	0.00000	16	0.00000	14	0.00000	0	0.00000	16	0.00000	16	0.00000	25	0.00000	18	0.00000	0	0.00000	40	0.00000	21	0.00000	0	0.00000	28	0.00000	0	0.00000	20	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000
Tobaniviridae	2508209	F	0	0.00000	12	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sedoreoviridae	2946186	F	0	0.00000	30	0.00000	20	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	18	0.00000	37	0.00000	28	0.00000	39	0.00000	22	0.00000	12	0.00000	10	0.00000	0	0.00000	66	0.00001	12	0.00000
Closteroviridae	69973	F	0	0.00000	12	0.00000	10	0.00000	0	0.00000	0	0.00000	10	0.00000	18	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	24	0.00000	0	0.00000	28	0.00000	0	0.00000	11	0.00000	10	0.00000	0	0.00000
Caulimoviridae	186534	F	0	0.00000	14	0.00000	0	0.00000	13	0.00000	0	0.00000	14	0.00000	0	0.00000	22	0.00000	17	0.00000	0	0.00000	23	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	17	0.00000	0	0.00000	19	0.00000	15	0.00000	0	0.00000
Bicaudaviridae	423358	F	0	0.00000	23	0.00000	0	0.00000	13	0.00000	15	0.00000	13	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	34	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000
Anelloviridae	687329	F	0	0.00000	13	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000
Kleczkowskaviridae	3044468	F	0	0.00000	0	0.00000	187	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	162	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Hantaviridae	1980413	F	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000
Lispiviridae	2501987	F	0	0.00000	0	0.00000	12	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	11	0.00000	0	0.00000	29	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000
Secoviridae	675072	F	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	10	0.00000	36	0.00000	0	0.00000	41	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Iflaviridae	699189	F	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	0	0.00000	0	0.00000	10	0.00000	10	0.00000
Betaflexiviridae	675068	F	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	12	0.00000	0	0.00000
Flaviviridae	11050	F	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Papillomaviridae	151340	F	0	0.00000	0	0.00000	20	0.00000	20	0.00000	0	0.00000	17	0.00000	12	0.00000	18	0.00000	0	0.00000	0	0.00000	18	0.00000	14	0.00000	16	0.00000	13	0.00000	0	0.00000	22	0.00000	0	0.00000	10	0.00000	38	0.00000	14	0.00000
Lipothrixviridae	10477	F	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	10	0.00000	0	0.00000	10	0.00000
Retroviridae	11632	F	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	225	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	16	0.00000	0	0.00000	33	0.00000	0	0.00000	16	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000
Circoviridae	39724	F	0	0.00000	0	0.00000	0	0.00000	10	0.00000	26	0.00000	0	0.00000	24	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mitoviridae	2732892	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	88	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000
Microviridae	10841	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chaacviridae	3044462	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Crepuscuviridae	2842316	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Euroniviridae	2501982	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Tolecusatellitidae	1993640	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Peduoviridae	2946167	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	324	0.00002	0	0.00000	663	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nanoviridae	251095	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aggregaviridae	2946155	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	193	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lavidaviridae	1914302	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	14	0.00000	0	0.00000	14	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Filamentoviridae	3424648	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	54	0.00000	22	0.00000	80	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	15	0.00000
Verdandiviridae	3044481	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	181	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Helgolandviridae	2946159	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	102	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Yaraviridae	2946197	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	52	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000
Hypoviridae	39748	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	10	0.00000	0	0.00000
Chrysoviridae	249310	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	30	0.00000	0	0.00000
Cedratviridae	3152112	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	86	0.00000	0	0.00000	139	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Alphasatellitidae	1458186	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Solemoviridae	2169577	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	35	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bromoviridae	39740	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000	0	0.00000	44	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Competibacteraceae	1400857	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	48	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Microscillaceae	1937962	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	41	0.00000	0	0.00000
Hafunaviridae	2946190	F	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
